CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12004990,1,4,,59,M,M,PRF,1,,,409483.4288,,409483.4333,110001
12005108,1,5,,38,M,M,UG,4,,OTH,45672.42083,12,45672.42083,395002
12005109,1,4,,31,M,M,UG,0,,,223947.6639,,223947.6684,500034
12005282,1,5,,35,F,M,GRAD,0,,,228175.9435,3,228175.9435,400070
12005110,1,4,,33,M,M,UG,0,,,112597.185,,112597.185,517501
12005111,3,4,,25,M,M,UG,2,,,705154.1334,,705154.1334,380015
12005114,1,4,,39,M,M,UG,0,,,83685.23048,,83685.23048,500034
12005116,1,4,,54,M,M,UG,0,,,50244.12176,,50244.11725,400070
12005117,1,5,,45,M,M,UG,3,,,82355.0824,0,82355.0824,600017
12005283,1,4,,43,F,M,UG,0,,,116338.4141,,116338.4141,500034
12005119,1,4,,39,M,M,PRF,0,,,2475753.47,,2475753.47,500034
12005446,1,4,,50,M,M,UG,0,,,72833.92449,,72833.9275,500034
12005120,1,4,,38,M,M,GRAD,0,,,761156.9706,,761156.9706,600053
12005122,1,4,,40,M,M,UG,0,,,96993.9325,,96993.928,500034
12005285,1,5,,36,M,M,POSTGRAD,2,,MGR,230218.4564,11,230218.4564,380015
12005121,1,4,,26,M,S,GRAD,0,,,195723.9334,,195723.9334,600017
12004995,1,5,,30,M,M,ENG,1,,,101241.3836,4,101241.3836,411005
12005610,1,4,,36,M,M,UG,0,,,66452.72675,,66452.72675,400070
12004997,1,4,,52,M,M,UG,0,,,36031.0992,,36031.0992,620017
12005112,1,4,,41,M,M,OTHERS,3,,,31527.2118,,31527.2118,636004
12004998,1,4,,49,M,M,UG,3,,,112597.185,2,112597.185,620017
12005113,1,4,,33,F,M,UG,3,,,90978.52548,,90978.52548,636004
12005125,1,5,,44,F,M,POSTGRAD,0,,,82134.39192,,82134.39192,600053
12005126,1,4,,41,M,M,UG,0,,,96645.91713,,96645.91713,641601
12005128,1,4,,32,M,M,UG,0,,,57749.85011,,57749.84561,500034
12005127,1,5,,27,M,M,UG,0,,,29474.94044,0,29474.94044,500034
12005448,1,4,,37,M,M,UG,6,,,216186.5952,,216186.5952,600017
12005449,1,4,,49,M,M,UG,4,,,83902.91837,,83902.91837,641601
12005286,1,4,,33,M,M,GRAD,3,,,72518.59232,,72518.59232,641601
12005124,1,4,,37,M,M,UG,2,,,79785.86986,,79785.86536,411005
12005131,1,4,,45,M,M,UG,0,,,27492.97477,,27492.97927,560095
12005447,4,8,,,,,,0,,,0,,0,411005
12005133,1,5,,47,F,M,GRAD,0,,OTH,88094.53625,,88094.53625,500034
12005135,1,5,,41,M,M,GRAD,3,,,79898.96248,0,79898.96248,600053
12005134,1,4,,49,M,M,GRAD,3,,,46522.15425,,46522.15425,600017
12005001,1,4,,38,M,M,UG,0,,,81069.9732,,81069.9732,605005
12005123,1,4,,52,M,M,UG,3,,,62526.83823,,62526.84273,411005
12005136,1,4,,35,M,M,UG,0,,,48702.41108,,48702.41108,395002
12005137,1,4,,33,M,M,UG,0,,,42310.89943,,42310.89492,395002
12005141,1,4,,32,M,M,UG,0,,,64560.47851,,64560.474,395002
12005287,4,8,,,,,,0,,,0,,0,400070
12005144,1,4,,34,M,M,UG,0,,,150129.58,,150129.58,641002
12005145,1,5,,29,M,M,GRAD,0,,,63009.38473,3,63009.38473,400070
12005146,3,6,,62,M,M,PRF,2,,,351327.2379,,351327.2379,380015
12005149,1,4,,48,M,M,UG,0,,,112597.185,,112597.185,641002
12005152,3,4,,42,M,M,POSTGRAD,2,,,42346.67531,,42346.67531,380015
12005008,1,4,,43,M,M,UG,3,,,70110.51386,5,70110.51386,500034
12005155,1,5,,55,M,M,GRAD,1,,ASTM,207482.0822,0,207482.0822,380015
12005157,1,4,,34,M,M,GRAD,3,,,543010.9292,,543010.9337,110001
12005158,1,4,,42,M,M,GRAD,0,,,847932.4834,,847932.4834,400070
12005991,1,5,,30,M,M,GRAD,0,,,164680.1389,5,164680.1389,400070
12005291,1,4,,28,M,M,OTHERS,3,,,66057.0152,,66057.0152,625010
12005292,1,4,,62,M,M,GRAD,2,,,229875.7856,,229875.7856,110001
12005161,1,5,,39,M,M,PRF,0,,,253319.6455,11,253319.6455,400070
12005160,1,5,,26,M,S,POSTGRAD,0,,,45586.84697,3,45586.84697,560095
12005293,1,5,,39,M,M,UG,0,,,29440.41064,0,29440.41064,625010
12005162,4,8,,,,,,0,,MD,0,,0,500034
12005450,1,4,,30,M,M,UG,2,,,76623.13504,,76623.13504,628002
12005294,1,5,,46,M,M,PRF,0,,,1826326.341,0,1826326.341,400070
12005166,1,4,,30,M,M,GRAD,2,,,110293.1914,,110293.1959,110001
12005168,1,5,,33,M,M,ENG,0,,,86374.05126,8,86374.05126,560095
12005169,1,5,,45,M,M,OTHERS,0,,,45295.59558,3,45295.59558,560095
12005170,1,4,,49,M,M,GRAD,2,,,292349.9884,,292349.9839,110001
12005171,1,4,,28,M,M,UG,0,,,54346.90796,,54346.90796,625010
12005165,1,5,,45,M,M,GRAD,0,,,51066.57664,0,51066.57664,500034
12005173,1,5,,32,M,M,POSTGRAD,0,,,111191.9721,10,111191.9721,560095
12005174,1,5,,30,M,M,GRAD,0,,OTH,34046.38615,0,34046.38615,395002
12005177,1,4,,42,M,M,UG,0,,,187661.975,,187661.975,641002
12005178,4,8,,,,,,0,,MD,0,,0,600017
12005295,1,4,,35,F,M,UG,3,,,48191.59518,,48191.59518,625010
12005451,2,8,,,,,,0,,,0,,0,400070
12005612,1,4,,36,F,S,POSTGRAD,1,,,26537.91043,,26537.90593,380015
12005181,1,6,,39,M,M,PRF,0,,,100954.1406,,100954.1361,560095
12005182,1,4,,32,M,M,POSTGRAD,0,,,322897.8299,,322897.8299,400070
12005296,1,5,,54,M,M,GRAD,0,,,137487.1681,0,137487.1681,500034
12005183,1,5,,34,M,M,GRAD,2,,,48272.66515,8,48272.66515,411005
12005298,1,4,,41,M,M,GRAD,2,,,517177.802,,517177.802,110001
12005184,1,4,,44,M,M,GRAD,2,,,913327.9676,,913327.9721,110001
12005299,1,5,,32,F,M,GRAD,2,,,150.12958,,150.12958,0
12005185,1,4,,41,M,M,GRAD,0,,,35139.32949,,35139.32949,500034
12005186,1,5,,38,M,M,OTHERS,0,,,62799.20331,0,62799.20331,600053
12005187,1,5,,27,F,M,POSTGRAD,0,,,73447.89442,0,73447.89442,500034
12005453,1,4,,55,M,M,GRAD,2,,,420585.8265,,420585.8295,110001
12005303,1,4,,28,M,S,GRAD,0,,,433533.8122,,433533.8167,411005
12005188,1,4,,41,M,M,OTHERS,1,,,159372.3076,,159372.3076,411005
12005189,1,5,,42,M,M,UG,2,,MGR,81069.9732,,81069.9732,641002
12005190,1,4,,41,M,M,GRAD,0,,,286620.1429,,286620.1429,400070
12005191,1,6,,39,M,S,PRF,0,,,168086.5791,,168086.5791,400070
12005307,1,4,,34,F,M,UG,0,,,52545.353,,52545.353,641002
12005192,1,5,,30,M,M,ENG,0,,,118260.0728,7,118260.0728,400070
12005309,1,5,,34,M,S,UG,0,,,40534.9866,0,40534.9866,500034
12005308,1,5,,35,M,M,POSTGRAD,2,,,108789.8989,6,108789.8989,600017
12005454,1,5,,31,M,M,PRF,0,,,210181.412,4,210181.412,560095
12005310,1,4,,38,F,M,GRAD,1,,,70643.21865,,70643.22315,411005
12005455,1,4,,45,M,M,GRAD,0,,,69628.59791,,69628.59791,400070
12005452,1,4,,42,M,M,OTHERS,3,,,33028.5076,0,33028.5076,636004
12005194,1,4,,37,M,M,GRAD,0,,,225194.37,,225194.37,600017
12005613,1,4,,,,,,,,,0,,0,#N/A
12005614,1,5,,24,M,M,GRAD,1,,SM,158284.6188,11,158284.6188,110001
12005993,1,5,,42,F,M,UG,2,,,23420.21448,0,23420.21448,628002
12005311,1,4,,34,M,M,GRAD,0,,,181592.116,,0,400070
12005195,1,6,,55,M,M,PRF,2,,,43849.3523,,43849.34779,411005
12005197,1,4,,38,M,M,UG,0,,,75064.79,,75064.79,620017
12005199,1,4,,48,M,M,UG,3,,,90077.748,0,90077.748,641002
12005202,3,4,,39,M,M,GRAD,2,,,73488.42941,,73488.42941,380015
12005203,1,5,,28,M,M,OTHERS,0,,,74411.72633,6,74411.72633,600017
12005204,1,5,,33,M,M,POSTGRAD,1,,,86333.51627,2,86333.51627,411005
12005312,1,4,,32,F,M,POSTGRAD,0,,,389958.2061,,389958.2061,500034
12005205,1,4,,34,F,M,GRAD,0,,,655872.9728,,655872.9728,395002
12005615,1,5,,31,M,M,GRAD,2,,,25522.0286,0,25522.0286,628002
12005457,1,5,,36,M,M,POSTGRAD,0,,,78067.3816,9,78067.3816,400070
12005314,1,4,,48,F,M,UG,0,,,219639.4554,,219639.4509,560095
12005206,1,4,,40,M,M,POSTGRAD,2,,,77438.9692,,77438.9647,411005
12005315,2,4,,61,M,M,UG,1,,,156609.4279,,156609.4234,380015
12005208,1,5,,43,M,M,GRAD,2,,MGR,82535.2379,18,82535.2379,110001
12005209,1,4,,25,M,S,UG,0,,,79014.69925,,79014.69925,110001
12005210,1,4,,31,M,M,UG,2,,,55967.55678,,55967.55678,395002
12005211,1,4,,36,M,M,POSTGRAD,1,,,75540.70077,,75540.70077,110001
12005316,1,4,,36,M,M,UG,0,,,50668.73325,,50668.73325,605005
12005212,1,4,,63,M,M,GRAD,1,,,585343.8526,,585343.8481,110001
12005214,1,5,,38,M,M,ENG,0,,,84357.811,7,84357.811,560095
12005215,1,5,,28,M,S,GRAD,0,,,73692.60564,6,73692.60564,400070
12005217,1,4,,41,M,M,GRAD,2,,,25259.79726,,25259.79726,600017
12005219,1,4,,44,M,M,UG,3,,,150129.58,,150129.58,620017
12005313,1,4,,37,M,M,OTHERS,2,,,71386.61529,4,71386.61529,636004
12005221,1,4,,34,M,M,GRAD,0,,,150129.58,,150129.58,600053
12005616,1,4,,35,M,M,OTHERS,3,,,217823.0076,,217823.0076,625010
12005318,1,4,,41,M,M,UG,0,,,28784.7197,,28784.7197,395002
12005223,1,4,,53,M,M,UG,2,,,146811.7163,,146811.7163,570009
12005319,1,4,,35,M,M,GRAD,0,,,146263.7433,,146263.7433,500034
12005320,1,4,,45,M,M,GRAD,0,,,737487.2858,,737487.2903,400070
12005459,1,4,,46,M,M,UG,3,,,81835.63406,,81835.63406,632007
12005317,1,4,,54,M,M,GRAD,0,,,106895.8941,,106895.8896,411005
12005321,1,4,,53,F,M,GRAD,0,,,295110.2108,,295110.2153,110001
12005322,1,4,,31,M,S,OTHERS,0,,,150129.58,,150129.58,641002
12005323,1,5,,25,M,S,POSTGRAD,0,,,36161.71193,0,36161.71193,600017
12005225,1,4,,47,M,M,POSTGRAD,0,,,0.120103664,,0.124607551,110001
12005224,1,4,,35,M,M,UG,0,,,117074.0491,,117074.0491,636004
12005822,1,4,,28,M,M,GRAD,1,,,284091.9007,,284091.8932,110001
12005226,1,4,,34,M,M,UG,2,,,32085.31851,,32085.31851,380015
12005326,1,5,,41,M,M,POSTGRAD,0,,,134433.5324,15,134433.5324,400070
12005460,1,5,,32,M,M,POSTGRAD,0,,OTH,50168.80175,0,50168.80175,500034
12005617,1,4,,30,M,M,GRAD,0,,,287593.9734,,287593.9779,411005
12005227,1,4,,35,M,M,UG,0,,,138869.8615,,138869.8615,600017
12005228,1,4,,49,M,M,GRAD,2,,,292349.9884,,292349.9839,110001
12005229,1,4,,46,F,M,GRAD,0,,,0,,0,560095
12005230,1,4,,53,M,M,GRAD,1,,,0,,0,110001
12005325,1,4,,50,M,M,UG,2,,,52641.18071,,52641.18521,411005
12005231,1,4,,46,M,M,GRAD,2,,,281713.728,,281713.7341,110001
12005327,1,4,,54,M,M,UG,1,,,51263.87693,,51263.87243,391440
12005328,1,6,,45,M,M,PRF,2,,,215893.7224,,215893.7179,600017
12005329,1,4,,32,M,M,UG,0,,,80805.74514,,80805.74514,395002
12005461,1,5,,57,M,M,UG,0,,OTH,58178.21484,0,58178.21484,500034
12005331,1,4,,33,M,M,UG,0,,,54849.84205,,54849.84205,641601
12005232,1,4,,35,M,M,UG,0,,,72062.1984,,72062.1984,641002
12005233,1,5,,38,M,M,POSTGRAD,0,,,64162.3799,11,64162.3799,400070
12005332,1,4,,44,M,M,GRAD,2,,,344017.2635,,344017.2605,302001
12005234,1,4,,35,M,M,UG,0,,,162139.9464,,162139.9464,600017
12005333,1,4,,43,M,M,GRAD,0,,,544019.7999,,544019.7999,400070
12005334,1,4,,41,M,M,UG,0,,,147745.8976,,147745.8976,500034
12005335,1,4,,29,M,M,GRAD,0,,,345382.9173,,345382.9173,400070
12005336,1,4,,53,M,M,GRAD,0,,,108735.8522,,108735.8522,400070
12005337,1,4,,45,M,M,UG,2,,,37884.44887,,37884.44887,380015
12005338,1,4,,58,M,M,GRAD,0,,,68031.21918,,68031.21918,411005
12005339,1,4,,36,M,M,GRAD,2,,,244602.8669,,244602.8714,411005
12005237,1,4,,37,M,S,GRAD,0,,,48954.74887,,48954.74887,400070
12005340,1,4,,42,M,M,UG,3,,,60360.72361,,60360.72361,380015
12005342,1,4,,26,M,M,GRAD,0,,,199331.9226,,199331.9226,500034
12005239,1,4,,49,M,M,UG,0,,,103589.4102,,103589.4102,600017
12005235,1,4,,39,M,M,UG,0,,,75064.79,,75064.79,600017
12005343,1,5,,43,M,M,GRAD,0,,,59287.67244,0,59287.67244,411005
12005344,1,5,,48,M,M,UG,0,,,69897.32986,0,69897.32986,500034
12005345,3,4,,45,M,M,GRAD,2,,,27810.49883,,27810.50333,380015
12005346,1,5,,47,M,M,GRAD,0,,,120051.1186,0,120051.1186,500034
12005243,1,4,,46,M,M,UG,3,,,60802.4799,,60802.4799,0
12005347,1,4,,45,M,M,UG,5,,,59601.44326,,59601.44326,625010
12005348,1,5,,47,M,M,GRAD,0,,,130759.8616,9,130759.8616,400070
12005244,1,4,,35,M,M,UG,1,,,210181.412,,210181.412,620017
12005619,1,5,,32,M,M,GRAD,1,,,109252.298,0,109252.298,600053
12005620,1,4,,33,M,M,GRAD,0,,,437068.2378,,437068.2378,400070
12005352,1,4,,39,M,M,GRAD,3,,,135664.595,13,135664.595,625010
12005354,1,4,,38,M,M,UG,1,,,478596.4667,,478596.4622,380015
12005462,1,6,,48,M,M,PRF,0,,,3217948.024,,3217948.021,400070
12005355,1,5,,49,M,M,GRAD,3,,,71916.57271,0,71916.57271,570009
12005350,1,4,,58,M,M,UG,3,,,148628.2842,,148628.2842,636004
12005245,1,4,,33,M,M,UG,0,,,52545.353,,52545.353,605005
12005622,1,5,,49,M,M,GRAD,0,,,68702.2984,0,68702.2984,500034
12005246,1,4,,38,F,M,UG,0,,,150.12958,,150.12958,605005
12005247,1,4,,50,M,M,UG,3,,,72062.1984,,72062.1984,641002
12005357,3,4,,22,M,M,UG,1,,,31041.54261,,31041.54261,380015
12005464,1,4,,29,M,M,UG,2,,,121163.5788,,121163.5788,632007
12005250,1,4,,,,,,,,,0,,0,#N/A
12005360,1,4,,56,M,M,GRAD,0,,,65343.8997,,65343.8997,560095
12005466,1,4,,45,F,M,OTHERS,2,,,60502.22074,5,60502.22074,625010
12005362,1,5,,51,F,M,UG,1,,,74854.60859,0,74854.60859,0
12005363,1,4,,28,M,S,UG,1,,,58025.08267,,58025.08267,0
12005364,1,6,,33,M,M,PRF,0,,,54548.0816,,54548.0816,500034
12005823,1,5,,25,M,S,POSTGRAD,2,,,53768.90908,0,53768.90908,628002
12005994,1,5,,38,M,M,GRAD,0,,,28524.6202,1,28524.6202,400070
12005365,1,4,,23,M,M,UG,2,,,75064.79,,75064.79,620017
12005366,1,4,,40,M,M,UG,4,,,75064.79,,75064.79,620017
12005824,1,4,,35,M,M,OTHERS,3,,,88478.86797,,88478.86797,641601
12005468,1,4,,45,M,M,UG,0,,,72168.7904,,72168.7904,500034
12005623,1,4,,50,F,M,GRAD,1,,,35500.76646,,35500.76646,380015
12005324,1,5,,52,M,M,POSTGRAD,0,,,73818.71449,16,73818.71449,500034
12005463,1,4,,55,M,M,POSTGRAD,0,,,126931.0619,,126931.0574,500034
12005469,1,4,,40,M,M,GRAD,2,,,86521.1182,,86521.1152,110001
12005470,1,5,,33,M,M,PRF,0,,,142623.101,6,142623.101,400070
12005368,1,4,,48,M,M,UG,3,,,36031.0992,,36031.0992,620017
12005472,1,4,,46,M,M,GRAD,2,,,1305354.179,,1305354.179,110001
12005473,1,4,,38,M,M,UG,2,,,76566.0858,,76566.0858,600053
12005371,1,5,,34,M,M,POSTGRAD,0,,,87280.83392,4,87280.83392,560095
12005341,1,4,,29,M,M,GRAD,0,,,56235.53808,,56235.53808,500034
12005474,1,4,,42,M,M,GRAD,3,,,225194.37,1,225194.37,605005
12005476,1,5,,42,M,M,POSTGRAD,2,,,640509.8375,8,640509.8375,600017
12005477,1,4,,39,M,M,UG,2,,,67558.311,10,67558.311,625010
12005478,1,4,,29,M,M,GRAD,0,,,135558.003,,135558.003,400070
12005624,1,4,,46,M,M,UG,0,,,206677.1324,,206677.1369,400070
12005995,1,6,,42,F,M,PRF,0,,,215688.0449,,215688.0404,500034
12005372,1,4,,39,M,M,UG,2,,,146688.61,7,146688.61,570009
12005373,1,5,,31,M,M,GRAD,1,,MGR,43091.69335,3,43091.69335,391440
12005375,1,4,,42,M,M,UG,0,,,97584.227,,97584.227,600017
12005480,1,4,,33,M,M,GRAD,0,,,1236903.227,,1236903.223,400070
12005376,1,5,,37,M,M,POSTGRAD,0,,,165297.1715,11,165297.1715,500034
12005377,1,4,,49,M,M,UG,4,,,39435.78285,,39435.78736,380015
12005378,1,4,,52,M,M,UG,4,,,90077.748,,90077.748,620017
12005379,1,4,,37,M,M,POSTGRAD,0,,,120103.664,10,120103.664,620017
12005380,1,4,,33,F,M,UG,2,,,150.12958,,150.12958,0
12005825,1,5,,40,F,M,UG,1,,,45173.99062,,45173.99062,628002
12005482,1,4,,50,F,M,UG,3,,,37532.395,,37532.395,641002
12005626,1,4,,40,M,M,UG,0,,,47235.52498,,47235.52047,411005
12005381,1,5,,29,M,M,POSTGRAD,0,,,49370.11238,0,49370.11238,620017
12005382,1,5,,27,M,M,UG,0,,,30025.916,3,30025.916,400070
12005383,1,5,,34,M,M,GRAD,2,,MGR,302458.5583,0,302458.5583,110001
12005384,1,5,,37,M,M,GRAD,0,,,37148.06328,0,37148.06328,500034
12005826,1,4,,40,M,M,UG,0,,,47235.52498,,47235.52047,411005
12005385,1,4,,60,M,M,UG,0,,,46670.15199,,46670.15649,500034
12005387,1,5,,56,M,M,UG,0,,,120771.7406,0,120771.7406,500034
12005484,1,4,,40,M,M,GRAD,0,,,27035.83019,,27035.8347,395002
12005389,1,4,,34,M,M,GRAD,2,,,150129.58,,150129.58,600053
12005390,1,4,,52,M,M,GRAD,0,,,1165521.987,,1165521.987,400070
12005391,1,4,,52,M,M,UG,0,,,75064.79,,75064.79,641002
12005392,1,4,,45,M,M,UG,4,,,90077.748,5,90077.748,620017
12005388,1,4,,48,F,M,OTHERS,1,,,54106.70063,5,54106.70063,625010
12005485,1,4,,28,M,S,UG,0,,,54899.64003,,54899.64003,500034
12005627,1,4,,42,M,M,GRAD,2,,,2534994.257,,2534994.257,110001
12005996,1,4,,50,M,M,UG,0,,,81433.28678,,81433.28678,632007
12005628,1,5,,27,M,M,GRAD,0,,,40044.06287,4,40044.06287,400070
12005486,1,4,,29,M,M,UG,0,,,28808.48521,,28808.48971,395002
12005487,1,5,,52,M,M,null,0,,,75491.15801,,75491.15801,600053
12005393,1,4,,43,M,M,UG,0,,,45141.33744,,45141.33744,400070
12005488,1,4,,46,M,M,UG,3,,,300259.16,4,300259.16,600053
12005394,1,4,,49,M,M,GRAD,0,,,309267.5653,,309267.5608,400070
12006187,1,4,,35,M,M,GRAD,0,,,307525.4317,,307525.4317,380015
12005629,1,5,,41,M,M,POSTGRAD,0,,,70945.23432,5,70945.23432,400070
12005630,1,4,,40,M,M,GRAD,0,,,378997.9961,,378997.9961,500034
12005632,1,4,,42,M,M,GRAD,5,,,173656.3414,,173656.3384,302001
12005396,1,4,,29,M,M,UG,2,,,90077.748,,90077.748,641002
12005827,1,5,,37,M,M,GRAD,2,,MGR,213946.6619,5,213946.6619,110001
12005397,1,5,,54,M,M,GRAD,2,,OTH,51023.03906,15,51023.03906,411005
12005398,1,4,,38,M,M,GRAD,2,,,112019.9368,,112019.9368,110001
12005399,1,5,,50,M,M,GRAD,0,,,963399.5304,14,963399.5304,400070
12005490,1,4,,49,F,M,GRAD,0,,,138423.1059,,138423.1014,411005
12005401,1,4,,28,M,S,UG,2,,,77466.86328,,77466.86328,635109
12005491,1,7,,36,F,M,UG,0,,,12.50579401,,12.5102979,520003
12005403,1,4,,58,M,M,UG,1,,,126859.4951,39,126859.4951,641002
12005633,1,4,,30,M,M,GRAD,0,,,30495.44626,,30495.44626,395002
12005492,1,4,,29,M,M,GRAD,2,,,83992.36558,,83992.37008,380015
12005493,1,4,,28,M,M,UG,0,,,589447.7648,,589447.7648,500034
12005404,1,4,,58,M,M,UG,0,,,105090.706,,105090.706,620017
12005405,1,4,,55,M,M,GRAD,2,,,75064.79,9,75064.79,600017
12005634,1,4,,34,M,M,UG,0,,,40580.14558,,40580.15008,395002
12005407,1,4,,35,F,M,UG,3,,,112597.185,,112597.185,641002
12005495,1,4,,29,M,M,GRAD,1,,,428218.8047,,428218.8047,110001
12005409,1,4,,33,M,M,UG,0,,,315272.118,,315272.118,620017
12005410,1,4,,53,M,M,GRAD,0,,,877671.0363,,877671.0363,560095
12005496,1,4,,48,M,M,UG,3,,,84072.5648,,84072.5648,0
12005497,1,4,,29,M,M,UG,2,,,90077.748,,90077.748,600017
12005635,1,4,,44,M,M,UG,2,,,82571.269,,82571.269,605005
12005411,1,5,,49,M,M,GRAD,3,,OFF,75485.15282,0,75485.15282,380015
12005636,1,4,,58,M,M,UG,2,,,80892.32487,,80892.32036,380015
12005412,1,5,,45,M,M,PRF,2,,PRSD,686938.9114,20,686938.9114,110001
12005498,1,4,,36,M,M,POSTGRAD,0,,,44622.0092,,44622.0137,411005
12005500,1,5,,51,M,M,GRAD,0,,,64238.94599,0,64238.94599,500034
12005499,1,4,,28,M,S,GRAD,0,,,433533.8122,,433533.8167,411005
12005639,1,4,,34,M,S,OTHERS,1,,,79230.88585,,79230.88585,636004
12006189,1,4,,35,F,M,UG,0,,,157475.9158,,157475.9158,400070
12005413,1,5,,32,M,M,GRAD,2,,,47658.63517,,47658.63517,625010
12005414,1,4,,44,M,M,UG,3,,,78067.3816,,78067.3816,600017
12005642,1,5,,36,F,M,GRAD,0,,,133191.9608,5,133191.9608,400070
12005501,1,5,,44,M,M,PRF,1,,DGM,205176.0918,11,205176.0918,110001
12005502,1,4,,31,M,M,POSTGRAD,2,,,58137.30453,,58137.30453,380015
12005640,1,6,,37,M,M,PRF,0,,,102188.2058,,102188.2013,411005
12005503,1,4,,59,M,M,GRAD,0,,,1769620.266,,1769620.271,400070
12005415,1,4,,,,,,,,,0,,0,#N/A
12005505,1,4,,29,M,M,UG,0,,,38982.64674,,38982.64674,520003
12005643,1,5,,35,M,M,UG,2,,,47861.3101,,47861.3101,628002
12005644,1,4,,33,M,M,OTHERS,0,,,118726.9758,,118726.9758,600053
12005506,1,4,,32,M,M,GRAD,0,,,122310.4487,,122310.4442,400070
12005507,1,5,,45,M,M,PRF,2,,,655920.6389,3,655920.6389,600017
12005830,1,4,,54,M,M,GRAD,0,,,184068.1281,,184068.1236,400070
12005419,1,4,,41,M,M,UG,3,,,75064.79,9,75064.79,641002
12005508,1,4,,30,M,M,UG,4,,,98522.53688,,98522.53688,613009
12005509,1,5,,39,M,M,POSTGRAD,0,,,46083.77588,13,46083.77588,411005
12005420,1,5,,36,M,M,POSTGRAD,1,,,53145.87132,6,53145.87132,411005
12005645,1,4,,66,M,M,null,0,,,1381582.098,,1381582.098,400070
12005510,1,4,,35,M,M,UG,0,,,36268.30394,,36268.30394,395002
12005997,1,4,,48,M,M,OTHERS,3,,,60352.09116,,60352.09116,625010
12005422,1,5,,41,M,M,ENG,0,,,256586.4652,14,256586.4652,560095
12005514,1,5,,37,M,M,GRAD,0,,,190964.8258,6,190964.8258,400070
12005424,1,4,,45,M,M,GRAD,2,,,943514.9276,,943514.9306,110001
12005646,1,6,,30,M,S,PRF,0,,,62064.0638,,62064.0683,411005
12005516,1,4,,55,M,M,GRAD,2,,,3544205.198,,3544205.203,411005
12005515,1,4,,36,M,M,OTHERS,2,,,41285.6345,,41285.6345,636004
12005648,1,4,,43,M,M,GRAD,0,,,425861.1998,,425861.1953,110001
12005832,1,5,,,,,,,,,0,,0,#N/A
12006392,1,5,,39,M,M,GRAD,0,,,48478.34268,5,48478.34268,500034
12005511,1,5,,51,F,M,GRAD,0,,,134061.2111,0,134061.2111,500034
12005650,1,4,,45,M,M,UG,4,,,54132.8532,,54132.8487,380015
12005831,1,5,,56,M,M,UG,0,,,46598.72034,0,46598.72034,500034
12005651,1,5,,42,M,M,GRAD,0,,,134432.7818,15,134432.7818,400070
12005652,1,4,,45,M,M,OTHERS,2,,,78750.47119,,78750.47119,625010
12005425,1,4,,29,M,M,UG,2,,,375323.95,5,375323.95,620017
12005518,1,4,,39,M,M,OTHERS,3,,,136167.5291,,136167.5291,625010
12005653,1,4,,45,M,M,GRAD,2,,,127984.341,,127984.341,380015
12005654,1,5,,55,M,M,OTHERS,1,,,45058.39085,,45058.39085,625010
12005520,1,5,,40,M,M,GRAD,2,,,32277.8597,7,32277.8597,613009
12005521,1,4,,35,M,M,UG,2,,,247713.807,,247713.807,620017
12005655,1,5,,32,M,M,GRAD,0,,,69052.10032,5,69052.10032,560095
12005647,1,4,,48,M,M,GRAD,2,,,45038.874,,45038.874,625010
12005523,1,4,,36,M,M,GRAD,3,,,45038.874,2,45038.874,620017
12005656,1,4,,44,M,M,GRAD,0,,,65695.45813,,65695.45363,411005
12005657,1,5,,43,M,M,PRF,0,,,939245.1823,5,939245.1823,400070
12006393,1,5,,30,M,M,PRF,0,,,138680.6982,2,138680.6982,400070
12005525,1,5,,,,,,,,,0,,0,#N/A
12005428,1,4,,35,M,M,UG,0,,,217687.891,,217687.891,605005
12005526,1,4,,49,M,M,GRAD,0,,,137021.9766,,137021.9766,500034
12005659,1,5,,42,M,M,POSTGRAD,2,,MGR,348363.68,0,348363.68,110001
12005527,1,4,,54,M,M,UG,0,,,127861.0095,,127861.0095,500034
12005660,1,4,,34,M,M,UG,0,,,40580.14558,,40580.15008,395002
12005998,2,8,,,,,,0,,,0,,0,560095
12005528,1,4,,,,,,,,,0,,0,#N/A
12005661,1,4,,28,F,M,GRAD,0,,,27142.55731,,27142.55281,395002
12005829,1,5,,44,M,M,OTHERS,2,,,1.5012958,,0,627005
12005529,1,5,,31,M,M,PRF,0,,,70325.19916,0,70325.19916,395002
12005662,1,4,,46,M,M,GRAD,2,,,76903.38193,,76903.37742,110001
12005532,1,4,,49,F,M,GRAD,0,,,306834.7155,,306834.711,400070
12005533,1,4,,44,M,M,GRAD,0,,,3254143.725,,3254143.72,400070
12005834,1,5,,40,M,M,GRAD,0,,MGR,83296.39487,0,83296.39487,110001
12005437,1,4,,39,F,M,GRAD,2,,,135116.622,,135116.622,605005
12005835,1,4,,34,M,M,GRAD,0,,,230927.068,,230927.068,400070
12005663,1,5,,44,M,M,PRF,1,,DGM,205176.0918,11,205176.0918,110001
12005536,1,4,,44,F,M,UG,1,,,81069.9732,,81069.9732,0
12005440,1,4,,34,F,M,GRAD,3,,,283090.3412,7,283090.3412,632007
